Order Number,CustomerID,Sales Channel,Order Date,Order Shipping Country,Order Items Gross,Order Shipping Gross GBP,Order Gross Total GBP,Order Net Total GBP,Order Status,Order Shipping Service,Order Discount Code
#0010340,1635,Gymshark UK Shopify Store,27/11/2015,United Kingdom,23.49,2.49,25.98,21.65,fulfilled,Shipping,
#0013445,1636,Gymshark USA Shopify Store,30/08/2017,United States,58.6,11.57,70.17,70.17,fulfilled,Express (1-2 Working Days),
#0013494,1638,Gymshark USA Shopify Store,23/11/2018,United States,147.51,0,147.51,133.85,Closed,Standard (4-7 Working Days),
#0011915,1639,Gymshark UK Shopify Store,20/02/2018,United Kingdom,25.2,4,29.2,24.33,Billed,Standard (3-5 Working Days),
#0006731,1641,Gymshark UK Shopify Store,31/03/2019,United Kingdom,100,0,100,83.33,Billed,Standard (2 Working Days),
#0008549,1643,Gymshark UK Shopify Store,14/06/2017,United Kingdom,0,0,0,0,fulfilled,Next Working Day,REPLACEMENT
#0001927,1643,Gymshark UK Shopify Store,04/07/2017,United Kingdom,16,4,20,16.67,fulfilled,Standard (3-5 Working Days),
#0010244,1643,Gymshark UK Shopify Store,20/11/2017,United Kingdom,32,4,36,30,Billed,Standard (3-5 Working Days),
#0014247,1643,Gymshark UK Shopify Store,12/04/2018,United Kingdom,36,0,36,30,Billed,Standard (3-5 Working Days),SBUK10-GUXWU3
#0003884,1644,Gymshark ROW Shopify Store,11/11/2017,United Arab Emirates,247.03,0,247.03,247.03,Billed,Express (2-4 Working Days),
#0002083,1644,Gymshark ROW Shopify Store,15/04/2018,United Arab Emirates,84.25,10.53,94.78,94.78,Billed,Express (2-4 Working Days),
#0007394,1644,Gymshark ROW Shopify Store,19/04/2018,United Arab Emirates,0,0,0,0,Billed,Express (2-4 Working Days),RWI
#0013265,1644,Gymshark ROW Shopify Store,21/05/2018,United Arab Emirates,321.53,0,321.53,321.53,Billed,Express (2-4 Working Days),
#0008449,1646,Gymshark USA Shopify Store,05/02/2019,United States,76.46,0,76.46,76.46,Billed,Standard (4-7 Working Days),
#0008811,1648,Gymshark EU Shopify Store,09/09/2018,Estonia,27.2,8.05,35.25,29.37,Billed,Standard (3-5 Working Days),
#0013009,1653,Gymshark USA Shopify Store,07/07/2018,United States,55.38,7.57,62.95,62.95,Billed,Standard (7-14 Working Days),
#0009998,1657,Gymshark SWE Shopify Store,09/02/2019,Sweden,24.99,4.16,29.15,23.32,Billed,Standard (3-5 Working Days),
#0007242,1659,Gymshark FIN Shopify Store,23/02/2019,Finland,78.13,0,78.13,63.01,Billed,Standard (4-7 Working Days),AFSBFI10-5M9Q4J
#0007878,1660,Gymshark NOR Shopify Store,05/01/2019,Norway,72.97,0,72.97,59.79,Billed,Standard (3-5 Working Days),
#0006583,1660,Gymshark NOR Shopify Store,09/01/2019,Norway,41.89,4.16,46.05,37.73,Billed,Standard (3-5 Working Days),
#0013828,1663,Gymshark EU Shopify Store,23/04/2018,Italy,97.19,0,97.19,79.66,Billed,Standard (3-5 Working Days),
#0012330,1664,Gymshark USA Shopify Store,20/11/2017,United States,21.82,7.58,29.4,29.4,Billed,Standard (7-14 Working Days),
#0008023,1664,Gymshark USA Shopify Store,15/02/2018,United States,10.71,7.14,17.85,17.85,Billed,Standard (7-14 Working Days),
#0013042,1664,Gymshark USA Shopify Store,21/02/2018,United States,32.19,7.15,39.34,39.34,Billed,Standard (7-14 Working Days),
#0001180,1666,Gymshark UK Shopify Store,25/05/2018,United Kingdom,111.6,6,117.6,98,Billed,Next Working Day,SBUK10-VTXHBA
#0010974,1666,Gymshark ROW Shopify Store,17/06/2018,Thailand,213.85,0,213.85,213.85,Billed,Express (2-4 Working Days),
#0005879,1671,Gymshark UK Shopify Store,12/01/2017,United Kingdom,68,0,68,56.67,fulfilled,Standard (3-5 Working Days),
#0009838,1672,Gymshark FIN Shopify Store,17/02/2019,Finland,30.66,4.38,35.04,28.26,Billed,Standard (4-7 Working Days),
#0008140,1674,Gymshark USA Shopify Store,17/02/2018,Canada,35.86,7.07,42.93,42.93,Billed,Standard (7-14 Working Days),
#0006722,1675,Gymshark USA Shopify Store,19/07/2017,Canada,73.83,11.54,85.37,85.37,fulfilled,Express (1-2 Working Days),
#0011560,1679,Gymshark UK Shopify Store,22/11/2016,United Kingdom,38,0,38,31.67,fulfilled,Standard (3-5 Working Days),
#0010359,1679,Gymshark UK Shopify Store,23/11/2016,United Kingdom,21.6,4,25.6,21.33,fulfilled,Standard (3-5 Working Days),UKWELCOME-CE5AETSA
#0000178,1679,Gymshark UK Shopify Store,30/12/2016,United Kingdom,36.1,0,36.1,30.08,fulfilled,Standard (3-5 Working Days),SAVEFIVE
#0009902,1680,Gymshark SWE Shopify Store,09/04/2019,Sweden,86.68,12.39,99.07,79.26,Billed,Express (1-3 Working Days),
#0007666,1681,Gymshark USA Shopify Store,23/11/2018,United States,69.5,0,69.5,69.5,Billed,Standard (4-7 Working Days),
#0002979,1683,Gymshark USA Shopify Store,19/11/2018,United States,10.28,3.9,14.18,14.18,Billed,Standard (4-7 Working Days),
#0011478,1684,Gymshark USA Shopify Store,20/11/2017,United States,0,7.58,21.22,7.58,Closed,Standard (7-14 Working Days),
#0005349,1685,Gymshark USA Shopify Store,08/01/2018,United States,94.39,11.06,105.45,105.45,Billed,Failed Shipment Mapping,AFSAVE70
#0006991,1685,Gymshark USA Shopify Store,27/05/2018,United States,78.49,11.27,89.76,89.76,Billed,Failed Shipment Mapping,AFREVT90
#0007045,1687,Gymshark USA Shopify Store,19/02/2018,United States,22.95,10.69,33.64,33.64,Billed,Failed Shipment Mapping,
#0011404,1688,Gymshark UK Shopify Store,20/11/2017,United Kingdom,36.2,0,36.2,30.17,Billed,Standard (3-5 Working Days),
#0004683,1692,Gymshark USA Shopify Store,27/05/2018,United States,28.54,7.51,36.05,36.05,Billed,Standard (7-14 Working Days),
#0010449,1694,Gymshark FIN Shopify Store,07/01/2019,Finland,94.08,0,94.08,75.87,Billed,Standard (4-7 Working Days),
#0002363,1695,Gymshark UK Shopify Store,09/06/2017,United Kingdom,40,0,40,33.33,fulfilled,Standard (3-5 Working Days),
#0005705,1697,Gymshark UK Shopify Store,23/09/2016,United Kingdom,35.6,0,35.6,29.67,fulfilled,Standard (3-5 Working Day,
#0009422,1699,Gymshark UK Shopify Store,28/02/2019,United Kingdom,40,0,40,33.33,Billed,Standard (2 Working Days),
#0011958,1700,Gymshark USA Shopify Store,04/12/2018,United States,35.23,3.91,39.14,39.14,Billed,Standard (4-7 Working Days),AFSBUS10-JVZ57Q
#0012605,1703,Gymshark USA Shopify Store,11/01/2017,Canada,64.88,0,64.88,64.88,fulfilled,Express (1-2 Working Days),
#0003952,1704,Gymshark UK Shopify Store,12/04/2018,United Kingdom,40,0,40,33.33,Billed,Standard (3-5 Working Days),
#0012307,1705,Gymshark UK Shopify Store,25/11/2016,United Kingdom,58.14,0,58.14,48.45,fulfilled,Standard (3-5 Working Days),UKWELCOME-7E5ACE76
#0009428,1705,Gymshark UK Shopify Store,10/12/2016,United Kingdom,0,0,0,0,fulfilled,Standard (3-5 Working Days),CUSTOM DISCOUNT
#0009836,1707,Gymshark SWE Shopify Store,01/02/2019,Sweden,92.84,0,92.84,74.27,Billed,Standard (3-5 Working Days),
#0010423,1707,Gymshark SWE Shopify Store,08/04/2019,Sweden,86.51,0,86.51,69.21,Billed,Standard (3-5 Working Days),
#0001794,1710,Gymshark USA Shopify Store,15/12/2016,United States,28.91,8.01,36.92,36.92,fulfilled,Express (1-2 Working Days),SAVEFIVE
#0009507,1711,Gymshark FRA Shopify Store,25/11/2017,France,31.51,8.05,39.56,32.97,Billed,Standard (3-5 Working Days),
#0013037,1711,Gymshark FRA Shopify Store,21/04/2019,France,47.61,8.65,56.26,46.89,Billed,Express (1-2 Working Days),
#0011668,1711,Gymshark FRA Shopify Store,09/05/2019,France,43.01,8.61,51.62,43.01,Billed,Express (1-2 Working Days),
#0011591,1712,Gymshark SWE Shopify Store,18/12/2018,Sweden,118.07,0,118.07,94.46,Billed,Standard (3-5 Working Days),
#0003744,1714,Gymshark UK Shopify Store,23/05/2018,United Kingdom,61.2,6,67.2,55.99,Billed,Next Working Day,SORRY-UK-PWXCG7
#0013288,1714,Gymshark UK Shopify Store,25/10/2018,United Kingdom,70,0,70,58.33,Billed,Next Working Day,
#0005805,1714,Gymshark UK Shopify Store,28/02/2019,United Kingdom,75,0,75,62.5,Billed,Next Working Day,
#0004572,1715,Gymshark UK Shopify Store,07/02/2017,United Kingdom,108,6,114,95,fulfilled,Express Next Day,
#0008445,1716,Gymshark DE Shopify Store,12/05/2019,Germany,109.7,0,109.7,92.2,Billed,Express (1-2 Working Days),
#0003679,1717,Gymshark CAN Shopify Store,31/10/2018,Canada,77.43,0,77.43,77.43,Billed,Standard (5-10 Working Days),
#0013258,1717,Gymshark CAN Shopify Store,30/12/2018,Canada,54.26,2.89,57.15,57.15,Billed,Standard (5-10 Working Days),
#0009999,1717,Gymshark CAN Shopify Store,18/01/2019,Canada,55.14,2.9,58.04,58.04,Billed,Standard (5-10 Working Days),
#0009765,1718,Gymshark USA Shopify Store,22/11/2018,United States,221.85,0,221.85,221.85,Billed,Standard (4-7 Working Days),
#0008698,1719,Gymshark USA Shopify Store,08/11/2018,United States,60.89,0,60.89,60.89,Billed,Standard (4-7 Working Days),
#0002345,1719,Gymshark USA Shopify Store,21/11/2018,United States,16.8,3.89,20.69,20.69,Billed,Standard (4-7 Working Days),
#0001760,1721,Gymshark DE Shopify Store,02/02/2019,Germany,43.79,0,43.79,36.8,Billed,Standard (2-3 Working Days),
#0000447,1722,Gymshark UK Shopify Store,24/09/2018,United Kingdom,15,4,19,15.83,Billed,Standard (2 Working Days),
#0004858,1722,Gymshark UK Shopify Store,04/10/2018,United Kingdom,13,4,17,14.16,Billed,Standard (2 Working Days),
#0008535,1723,Gymshark UK Shopify Store,08/05/2019,United Kingdom,135,0,135,112.5,Billed,Next Working Day,
#0012561,1725,Gymshark UK Shopify Store,24/05/2015,Germany,17.99,5.99,23.98,20.15,fulfilled,Express Tracked German Shipping,LEX10
#0003762,1725,Gymshark UK Shopify Store,01/06/2015,Germany,19.99,5.99,25.98,21.83,fulfilled,Express Tracked German Shipping,
#0010548,1725,Gymshark UK Shopify Store,03/07/2015,Germany,26.98,6.99,33.97,28.55,fulfilled,EU DPD Classic,LEX10
#0009613,1725,Gymshark UK Shopify Store,25/07/2015,Germany,22.49,5.99,28.48,23.93,fulfilled,EU Mail Standard,LEX10
#0006189,1725,Gymshark UK Shopify Store,02/08/2015,Germany,62.98,0,62.98,52.92,fulfilled,EU DPD Classic FREE,LEX10
#0006880,1725,Gymshark UK Shopify Store,10/08/2015,Germany,22.49,5.99,28.48,23.93,fulfilled,EU Mail Standard,LEX10
#0004200,1725,Gymshark EU Shopify Store,02/11/2015,Germany,42.92,5.89,48.81,41.02,fulfilled,Shipping,
#0012739,1725,Gymshark EU Shopify Store,26/11/2015,Germany,25.93,5.88,31.81,26.73,fulfilled,Shipping,
#0002188,1725,Gymshark EU Shopify Store,05/05/2016,Germany,99.69,0,99.69,83.77,fulfilled,Shipping,
#0008899,1725,Gymshark EU Shopify Store,27/05/2016,Germany,90.42,0,90.42,75.99,fulfilled,Shipping,
#0011528,1725,Gymshark EU Shopify Store,08/07/2016,Germany,41.73,6.31,48.04,40.37,fulfilled,Shipping,
#0012917,1725,Gymshark EU Shopify Store,03/09/2016,Germany,63.68,0,63.68,53.51,fulfilled,Shipping,
#0004532,1725,Gymshark EU Shopify Store,20/02/2017,Germany,53.51,7.68,61.19,51.42,fulfilled,Standard (3-5 Working Days),SAVEFIVE
#0013463,1725,Gymshark DE Shopify Store,26/08/2017,Germany,86.07,0,86.07,72.33,fulfilled,Standard (3-5 Working Days),SH4RK07
#0009820,1725,Gymshark Manual Order,09/11/2018,Germany,0,0,0,0,Billed,Free shipping - Internal,
#0009893,1726,Gymshark NOR Shopify Store,15/02/2019,Norway,32.03,4.07,36.1,29.58,Billed,Standard (3-5 Working Days),
#0014106,1726,Gymshark NOR Shopify Store,16/03/2019,Norway,31.29,3.99,35.28,28.91,Billed,Standard (3-5 Working Days),
#0012065,1727,Gymshark USA Shopify Store,09/05/2018,United States,53.22,11.09,64.31,64.31,Billed,Failed Shipment Mapping,
#0006038,1728,Gymshark USA Shopify Store,24/10/2018,United States,52.44,11.57,64.01,64.01,Billed,Express (1-3 Working Days),
#0014045,1728,Gymshark USA Shopify Store,25/10/2018,United States,101.63,0,101.63,101.63,Billed,Standard (4-7 Working Days),
#0001331,1728,Gymshark USA Shopify Store,01/11/2018,United States,56.03,3.89,59.92,59.92,Billed,Standard (4-7 Working Days),
#0004952,1728,Gymshark USA Shopify Store,23/11/2018,United States,38.83,3.88,42.71,42.71,Billed,Standard (4-7 Working Days),
#0002159,1728,Gymshark USA Shopify Store,04/12/2018,United States,40.71,3.91,44.62,44.62,Billed,Standard (4-7 Working Days),
#0006650,1728,Gymshark USA Shopify Store,06/12/2018,United States,86.46,0,86.46,86.46,Billed,Standard (4-7 Working Days),
#0007185,1728,Gymshark USA Shopify Store,12/12/2018,United States,131.93,0,131.93,131.93,Billed,Express (1-3 Working Days),
#0008830,1728,Gymshark USA Shopify Store,13/12/2018,United States,131.93,0,131.93,131.93,Billed,Express (1-3 Working Days),
#0003536,1728,Gymshark USA Shopify Store,16/12/2018,United States,119.16,0,119.16,119.16,Billed,Express (1-3 Working Days),
#0009785,1728,Gymshark USA Shopify Store,19/12/2018,United States,106.53,0,106.53,106.53,Billed,Standard (4-7 Working Days),
#0009712,1728,Gymshark USA Shopify Store,21/12/2018,United States,39.5,3.95,43.45,43.45,Billed,Standard (4-7 Working Days),
#0004090,1728,Gymshark USA Shopify Store,04/01/2019,United States,39.83,3.98,43.81,43.81,Billed,Standard (4-7 Working Days),
#0002787,1728,Gymshark USA Shopify Store,17/01/2019,United States,69.92,0,69.92,69.92,Billed,Standard (4-7 Working Days),
#0002978,1728,Gymshark USA Shopify Store,31/01/2019,United States,125.64,0,125.64,125.64,Billed,Express (1-3 Working Days),
#0008654,1728,Gymshark USA Shopify Store,11/02/2019,United States,58.79,0,58.79,58.79,Billed,Standard (4-7 Working Days),
#0005966,1728,Gymshark USA Shopify Store,08/03/2019,United States,114.56,0,114.56,114.56,Billed,Express (1-3 Working Days),
#0002653,1728,Gymshark USA Shopify Store,04/05/2019,United States,76.69,0,76.69,76.69,Billed,Standard (4-7 Working Days),
#0013248,1728,Gymshark USA Shopify Store,13/05/2019,United States,76.85,0,76.85,76.85,Billed,Standard (4-7 Working Days),
#0013275,1731,Gymshark USA Shopify Store,25/10/2018,United States,17.59,3.88,21.47,21.47,Billed,Standard (4-7 Working Days),SBUS10-NSCS5Y
#0005121,1734,Gymshark UK Shopify Store,02/06/2017,United Kingdom,52.2,0,52.2,43.5,fulfilled,Standard (3-5 Working Days),
#0013764,1735,Gymshark UK Shopify Store,03/07/2017,United Kingdom,40,0,40,33.33,fulfilled,Standard (3-5 Working Days),
#0000824,1735,Gymshark UK Shopify Store,13/09/2017,United Kingdom,0,0,0,0,Billed,Standard (3-5 Working Days),FAULTY
#0000827,1735,Gymshark UK Shopify Store,08/02/2018,United Kingdom,40,0,40,33.33,Billed,Standard (3-5 Working Days),
#0002272,1736,Gymshark UK Shopify Store,22/08/2018,United Kingdom,16.67,0,16.67,13.89,Billed,Standard (2 Working Days),
#0008885,1737,Gymshark USA Shopify Store,26/01/2018,United States,25.38,10.58,35.96,35.96,Billed,Failed Shipment Mapping,
#0013809,1737,Gymshark USA Shopify Store,26/01/2018,United States,42.31,10.58,52.89,52.89,Billed,Failed Shipment Mapping,
#0004501,1737,Gymshark USA Shopify Store,30/08/2018,United States,38.37,11.51,49.88,49.88,Billed,Failed Shipment Mapping,
#0011346,1737,Gymshark USA Shopify Store,18/09/2018,United States,64.64,11.41,76.05,76.05,Billed,Failed Shipment Mapping,
#0004307,1737,Gymshark USA Shopify Store,01/10/2018,United States,72.13,11.51,83.64,83.64,Billed,Express (1-3 Working Days),
#0008271,1739,Gymshark USA Shopify Store,24/11/2018,United States,79.8,0,79.8,79.8,Billed,Standard (7-14 Working Days),
#0006108,1744,Gymshark USA Shopify Store,19/11/2018,United States,55.15,3.9,59.05,59.05,Billed,Standard (4-7 Working Days),
#0010259,1746,Gymshark EU Shopify Store,02/04/2019,Netherlands,111.44,0,111.44,92.1,Billed,Express (1-2 Working Days),
#0012262,1747,Gymshark SWE Shopify Store,20/11/2018,Sweden,34.55,4.32,38.87,17.28,Closed,Standard (3-5 Working Days),
#0008769,1749,Gymshark UK Shopify Store,06/11/2016,United Kingdom,8,4,12,10,fulfilled,Standard (3-5 Working Days),
#0010868,1750,Gymshark EU Shopify Store,02/04/2019,Switzerland,162.87,0,162.87,162.87,Billed,Standard (3-5 Working Days),
#0013201,1753,Gymshark NOR Shopify Store,18/03/2019,Norway,52.21,4,56.21,46.05,Billed,Standard (3-5 Working Days),AFSKNO10-Q6QHUX
#0010595,1755,Gymshark AUS Shopify Store,12/12/2018,Australia,32.33,11.54,43.87,39.88,Billed,Express (2-4 Working Days),
#0006928,1756,Gymshark USA Shopify Store,24/11/2017,United States,14.22,7.52,21.74,21.74,Billed,Standard (7-14 Working Days),
#0002971,1758,Gymshark USA Shopify Store,15/12/2017,United States,68.45,11.16,79.61,79.61,Billed,Failed Shipment Mapping,
#0010104,1761,Gymshark DE Shopify Store,26/10/2017,Germany,46.36,0,46.36,38.96,Billed,Standard (3-5 Working Days),
#0008839,1761,Gymshark DE Shopify Store,02/02/2018,Germany,38.55,7.88,46.43,39.01,Billed,Standard (3-5 Working Days),
#0006695,1761,Gymshark DE Shopify Store,26/04/2018,Germany,62.86,0,62.86,52.82,Billed,Standard (3-5 Working Days),
#0004382,1766,Gymshark DE Shopify Store,25/04/2019,Austria,90.74,0,90.74,75.62,Billed,Express (1-2 Working Days),
#0000351,1768,Gymshark FIN Shopify Store,06/02/2019,Finland,44,4.4,48.4,39.03,Billed,Standard (4-7 Working Days),
#0010624,1769,Gymshark UK Shopify Store,20/02/2015,United Kingdom,18.99,1.99,20.98,17.48,fulfilled,Royal Mail Tracked 48,
#0007155,1769,Gymshark UK Shopify Store,17/01/2016,United Kingdom,24.99,2.49,27.48,22.9,fulfilled,Shipping,
#0006359,1770,Gymshark AUS Shopify Store,27/08/2018,Australia,100.02,0,100.02,90.93,Billed,Standard (7-14 Working Days),SBAU10-B239415CB89E
#0012375,1770,Gymshark AUS Shopify Store,22/11/2018,Australia,69.7,0,69.7,63.36,Billed,Standard (7-14 Working Days),
#0002525,1770,Gymshark AUS Shopify Store,02/12/2018,Australia,77.44,0,77.44,70.4,Billed,Standard (7-14 Working Days),SBAU10-NGSEXW
#0014275,1770,Gymshark AUS Shopify Store,14/12/2018,Australia,94.83,0,94.83,86.21,Billed,Standard (7-14 Working Days),SBAU10-P9WCNA
#0009219,1770,Gymshark AUS Shopify Store,25/01/2019,Australia,0,0,0,0,Billed,Express (2-4 Working Days),FAULTY
#0003410,1772,Gymshark UK Shopify Store,07/01/2019,United Kingdom,121.5,0,121.5,101.24,Billed,Next Working Day,AFSBUK10-E67CA7
#0005729,1774,Gymshark USA Shopify Store,25/05/2016,United States,142.59,0,142.59,142.59,fulfilled,Shipping,
#0008342,1774,Gymshark USA Shopify Store,25/05/2016,United States,143.97,0,143.97,143.97,fulfilled,Shipping,
#0002969,1775,Gymshark UK Shopify Store,23/07/2017,United Kingdom,38,0,38,31.67,fulfilled,Standard (3-5 Working Days),
#0005985,1776,Gymshark CAN Shopify Store,19/11/2018,Canada,28.42,2.96,31.38,31.38,Billed,Standard (5-10 Working Days),
#0013937,1778,Gymshark USA Shopify Store,20/11/2017,United States,23.03,7.58,30.61,30.61,Billed,Standard (7-14 Working Days),
#0010289,1778,Gymshark USA Shopify Store,19/04/2019,United States,42.18,3.83,46.01,46.01,Billed,Standard (4-7 Working Days),
#0000572,1779,Gymshark UK Shopify Store,04/07/2018,United Kingdom,38,0,38,31.67,Billed,Standard (3-5 Working Days),
#0007427,1780,Gymshark UK Shopify Store,13/06/2018,United Kingdom,42,0,42,35,Billed,Standard (3-5 Working Days),
#0001939,1781,Gymshark USA Shopify Store,20/11/2017,United States,75.15,0,75.15,75.15,Billed,Standard (7-14 Working Days),
#0002601,1781,Gymshark USA Shopify Store,16/02/2018,United States,53.89,0,53.89,53.89,Billed,Standard (7-14 Working Days),
#0011557,1781,Gymshark USA Shopify Store,27/02/2018,United States,48.21,10.71,58.92,58.92,Billed,Failed Shipment Mapping,
#0005588,1781,Gymshark USA Shopify Store,20/09/2018,United States,105.03,11.41,116.44,116.44,Billed,Failed Shipment Mapping,PARTUS10SE
#0008182,1781,Gymshark USA Shopify Store,19/11/2018,United States,161.5,0,161.5,161.5,Billed,Standard (4-7 Working Days),AFECUS
#0007525,1781,Gymshark USA Shopify Store,24/11/2018,United States,11.71,3.9,15.61,15.61,Billed,Standard (4-7 Working Days),
#0000017,1781,Gymshark USA Shopify Store,16/12/2018,United States,23.83,11.92,35.75,35.75,Billed,Express (1-3 Working Days),
#0010165,1781,Gymshark USA Shopify Store,24/12/2018,United States,49.88,11.88,61.76,61.76,Billed,Express (1-3 Working Days),
#0008353,1784,Gymshark UK Shopify Store,19/11/2018,United Kingdom,40,0,40,33.33,Billed,Standard (2 Working Days),
#0001105,1785,Gymshark USA Shopify Store,20/11/2017,Canada,92.42,0,92.42,92.42,Billed,Standard (7-14 Working Days),
#0000586,1785,Gymshark CAN Shopify Store,19/11/2018,Canada,98.55,0,98.55,98.55,Billed,Standard (5-10 Working Days),
#0002558,1785,Gymshark CAN Shopify Store,24/02/2019,Canada,81.62,0,81.62,81.62,Billed,Standard (5-10 Working Days),AFCAUPHON
#0009314,1785,Gymshark CAN Shopify Store,12/03/2019,Canada,74.62,0,74.62,74.62,Billed,Standard (5-10 Working Days),AFCAUPHON
#0006421,1785,Gymshark CAN Shopify Store,26/04/2019,Canada,77.64,0,77.64,77.64,Billed,Standard (5-10 Working Days),AFSBCAN10-3RWAB9
#0013487,1785,Gymshark CAN Shopify Store,03/05/2019,Canada,82.09,0,82.09,82.09,Billed,Standard (5-10 Working Days),AFSBCAN10-ZQZR8S
#0001491,1785,Gymshark CAN Shopify Store,08/05/2019,Canada,0,0,0,0,Billed,Standard (5-10 Working Days),
#0005446,1785,Gymshark CAN Shopify Store,18/05/2019,Canada,81.45,0,81.45,81.45,Billed,Standard (5-10 Working Days),AFSBCAN10-32BVPE
#0003246,1793,Gymshark USA Shopify Store,06/08/2017,United States,32.38,7.71,40.1,40.1,fulfilled,Standard (7-14 Working Days),
#0000567,1794,Gymshark USA Shopify Store,19/11/2018,United States,74.79,0,74.79,74.79,Billed,Standard (4-7 Working Days),
#0008963,1795,Gymshark USA Shopify Store,18/08/2017,Canada,62.77,0,62.77,62.77,fulfilled,Standard (7-14 Working Days),SPEND65
#0007774,1795,Gymshark USA Shopify Store,23/11/2017,Canada,24.6,7.54,32.14,32.14,Billed,Standard (7-14 Working Days),
#0003880,1795,Gymshark USA Shopify Store,28/04/2018,Canada,29.17,7.26,36.43,36.43,Billed,Standard (7-14 Working Days),
#0009857,1795,Gymshark CAN Shopify Store,03/10/2018,Canada,23.96,2.99,26.95,26.95,Billed,Standard (3-7 Working Days),
#0009037,1796,Gymshark USA Shopify Store,05/03/2019,United States,26.44,3.78,30.22,30.22,Billed,Standard (4-7 Working Days),
#0005667,1799,Gymshark UK Shopify Store,15/03/2019,United Kingdom,58.5,0,58.5,48.74,Billed,Next Working Day,AFSBUK10-DMZ2GG
#0000812,1800,Gymshark EU Shopify Store,21/09/2015,Ireland,143.51,0,143.51,116.68,fulfilled,Shipping,
#0003485,1806,Gymshark USA Shopify Store,06/06/2018,United States,27.05,11.27,38.32,38.32,Billed,Failed Shipment Mapping,
#0008012,1806,Gymshark USA Shopify Store,02/07/2018,United States,65.28,0,65.28,65.28,Billed,Standard (7-14 Working Days),
#0003395,1806,Gymshark USA Shopify Store,26/07/2018,United States,0,0,0,0,Billed,Failed Shipment Mapping,LIT
#0001673,1807,Gymshark USA Shopify Store,04/07/2018,United States,55.74,7.61,63.35,63.35,Billed,Standard (7-14 Working Days),
#0002788,1807,Gymshark USA Shopify Store,06/07/2018,United States,66.42,0,66.42,42.06,Closed,Standard (7-14 Working Days),
#0009502,1807,Gymshark USA Shopify Store,07/03/2019,United States,83.46,0,83.46,83.46,Billed,Standard (4-7 Working Days),
#0008685,1808,Gymshark FRA Shopify Store,02/07/2018,France,96.04,0,96.04,80.03,Billed,Standard (3-5 Working Days),
#0011518,1809,Gymshark USA Shopify Store,05/03/2019,United States,30.21,3.78,33.99,33.99,Billed,Standard (4-7 Working Days),
#0012493,1812,Gymshark AUS Shopify Store,04/07/2018,Australia,11.21,5.61,16.82,15.29,Billed,Standard (7-14 Working Days),
#0003772,1814,Gymshark USA Shopify Store,10/03/2017,United States,71.35,0,71.35,71.35,fulfilled,Standard (7-14 Working Days),
#0014199,1819,Gymshark EU Shopify Store,20/03/2016,Czech Republic,29.09,4.87,33.96,28.3,fulfilled,Shipping,
#0010768,1819,Gymshark USA Shopify Store,05/04/2016,Czech Republic,29.34,4.95,34.29,28.57,fulfilled,Shipping,
#0009863,1821,Gymshark USA Shopify Store,18/05/2017,United States,55.68,7.73,63.42,63.42,fulfilled,Standard (7-14 Working Days),
#0000760,1822,Gymshark USA Shopify Store,15/03/2018,United States,65.64,0,65.64,65.64,Billed,Standard (7-14 Working Days),SH4RK77
#0013781,1822,Gymshark USA Shopify Store,02/04/2019,United States,58.54,0,58.54,58.54,Billed,Standard (4-7 Working Days),AFUSSB10-5D48JT
#0006086,1823,Gymshark UK Shopify Store,17/09/2018,United Kingdom,36.4,0,36.4,30.33,Billed,Standard (2 Working Days),
#0008616,1826,Gymshark USA Shopify Store,19/11/2018,United States,56.49,3.9,60.39,60.39,Billed,Standard (4-7 Working Days),
#0005812,1831,Gymshark EU Shopify Store,10/04/2018,Austria,142,0,142,118.35,Billed,Standard (3-5 Working Days),STUDENTBEANS-8S29T99A
#0014158,1831,Gymshark EU Shopify Store,24/05/2018,Austria,69.35,0,69.35,57.79,Billed,Standard (3-5 Working Days),STUDENTBEANS-EFD75462
#0001324,1831,Gymshark EU Shopify Store,02/07/2018,Austria,144.51,0,144.51,120.42,Billed,Standard (3-5 Working Days),
#0009632,1831,Gymshark EU Shopify Store,19/09/2018,Austria,166.13,0,166.13,138.44,Billed,Standard (3-5 Working Days),SBEU10-7041FDD6EE84
#0004275,1831,Gymshark DE Shopify Store,19/11/2018,Austria,76.78,0,76.78,63.98,Billed,Standard (2-3 Working Days),SBAUG10DE-3HC9BD
#0013993,1832,Gymshark USA Shopify Store,21/08/2018,United States,55.35,7.8,63.15,63.15,Billed,Standard (7-14 Working Days),
#0012732,1832,Gymshark USA Shopify Store,19/11/2018,United States,41.92,3.9,45.82,45.82,Billed,Standard (4-7 Working Days),
#0005139,1833,Gymshark UK Shopify Store,30/09/2016,United Kingdom,80,6,86,71.67,fulfilled,Express Next Day,
#0003089,1833,Gymshark UK Shopify Store,31/10/2016,United Kingdom,90,6,96,80,unfulfilled,Express Next Day,
#0010397,1833,Gymshark UK Shopify Store,08/12/2016,United Kingdom,8,4,12,10,fulfilled,Standard (3-5 Working Days),
#0005671,1833,Gymshark UK Shopify Store,06/07/2017,United Kingdom,39.2,0,39.2,32.67,fulfilled,Standard (3-5 Working Days),
#0001931,1834,Gymshark USA Shopify Store,19/11/2018,United States,39.58,3.9,43.48,43.48,Billed,Standard (4-7 Working Days),
#0005776,1834,Gymshark USA Shopify Store,19/11/2018,United States,7.48,3.9,11.38,11.38,Billed,Standard (4-7 Working Days),
