Order Number,CustomerID,Item Quantity,Item SKU,Item Subtotal (Inc Disc),Item Discount GBP,Item Gross Total GBP,Item Tax Value GBP,Item Net Total GBP
#0014226,2659,1,GLST009-WH/CB-XS,26.48,0,26.48,4.6,21.88
#0014226,2659,1,GLLG015-CHM/PHP-S,37.06,0,37.06,6.43,30.63
#0014227,2841,1,GLLG1830-DPKM-M,39.55,3.95,35.6,0,35.6
#0014227,2841,1,GLLG062-BK-M,43.51,4.35,39.16,0,39.16
#0014227,2841,1,GLSB027-BK-M,35.6,3.56,32.04,0,32.04
#0014227,2841,1,GLSB1883-DPKM-M,27.69,2.77,24.92,0,24.92
#0014228,244,1,GLLG016-BKM-S,46.23,0,46.23,8.02,38.21
#0014229,6027,1,GMHD2035-BK-M,34.61,0,34.61,0,34.61
#0014230,7070,1,GLLG015-RPM/SLC-S,29.39,,29.39,0,29.39
#0014230,7070,1,GLLG016-BKM-S,38.67,,38.67,0,38.67
#0014232,8852,1,GLLG006-BK-L,29.66,0,29.66,4.74,24.93
#0014232,8852,1,GLLG006-MN-L,29.65,0,29.65,4.73,24.91
#0014232,8852,1,GLLG003-BK/NB-L,23.4,0,23.4,3.74,19.66
#0014233,7024,1,GMST2020-BK-S,22.16,0,22.16,3.85,18.31
#0014233,7024,1,GMST034-CHM/WH-M,17.73,0,17.73,3.08,14.65
#0014233,7024,1,GMJG029-CHM-M,38.99,0,38.99,6.77,32.22
#0014235,698,1,GLLG1828-ST-M,34.28,0,34.28,0,34.28
#0014235,698,1,GLVT1863-DPKM-M,18.7,0,18.7,0,18.7
#0014235,698,1,GLLG076-TP-M,22.44,0,22.44,0,22.44
#0014236,6783,1,GMJG008-CHM-L,32,,32,5.33,26.67
#0014237,5060,1,GAHW009-CP-OS,12.4,0,12.4,0,12.4
#0014237,5060,1,GLVT032-BK-M,17.05,0,17.05,0,17.05
#0014238,9501,1,GMJG008-BK-M,36.29,3.63,32.66,5.67,26.99
#0014238,9501,1,GMPO003-CHM-S,38.1,3.81,34.3,5.96,28.34
#0014238,9501,1,GMST027-DB-S,25.4,2.54,22.86,3.97,18.89
#0014238,9501,1,GMST032-BK-S,21.77,2.18,19.59,3.4,16.2
#0014240,6238,1,GLLG1830-BKM-M,37.84,0,37.84,0,37.84
#0014241,3653,1,GLLG058-BKM/CH-L,25.55,0,25.55,0,25.55
#0014241,3653,1,GLLG025-GLM-L,10.65,0,10.65,0,10.65
#0014242,3974,1,GMTK025-BK-L,21.51,0,21.51,0,21.51
#0014244,4256,1,GMHD022-CHM-S,18,0,18,3,15
#0014244,4256,1,GMST032-GLM-S,12.6,0,12.6,2.1,10.5
#0014244,4256,1,GMJG021-CHM-S,23.8,0,23.8,3.97,19.83
#0014245,3317,1,GMJG021-BK-S,36.01,1.88,34.14,0,34.13
#0014245,3317,1,GMJG021-CHM-S,36.01,1.88,34.14,0,34.14
#0014247,1643,1,GLLG082-DT/IB-XS,40,4,36,6,30
#0014248,6475,1,GLCS001-GLM/SP-S,32.7,0,32.7,0,32.7
#0014249,1550,1,GLLG1831-DKR-M,46.86,0,46.86,7.48,39.38
#0014249,1550,1,GLLG1839-BK-M,42.6,0,42.6,6.8,35.8
#0014249,1550,1,GLLG3301-BK-M,42.6,0,42.6,6.8,35.8
#0014249,1550,1,GLST1887-DMAM-M,25.56,0,25.56,4.08,21.48
#0014250,7805,1,GMPO009-GLM-S,41.16,0,41.16,7.14,34.02
#0014250,7805,1,GMST034-WH/BK-S,17.89,0,17.89,3.1,14.79
#0014250,7805,1,GMLT027-CHM-S,30.42,0,30.42,5.28,25.14
#0014251,9023,1,GLLG025-GLM-S,10.65,0,10.65,0,10.65
#0014252,365,1,GMJG008-CHM-M,9.38,0.94,8.44,0,8.44
#0014252,365,1,GLLG082-PHC-M,19.54,1.95,17.59,0,17.59
#0014253,3672,1,GLLG052-BK-S,17.31,0,17.31,1.57,15.74
#0014253,3672,1,GLVT021-BK-S,8.94,0,8.94,0.81,8.13
#0014253,3672,1,GLLG080-BK-S,25.04,0,25.04,2.28,22.76
#0014254,6299,1,GLHD028-GLM-M,15.97,1.6,14.37,0,14.37
#0014254,6299,1,GLLG042-KH-M,28.74,2.87,25.87,0,25.87
#0014254,6299,1,GMSH006-BK-M,19.77,1.98,17.79,0,17.79
#0014254,6299,1,GMSH006-SB-M,19.77,1.98,17.79,0,17.79
#0014254,6299,1,GMST034-WGN-L,13.69,1.37,12.32,0,12.32
#0014254,6299,1,GMLT1945-BK-L,15.21,1.52,13.69,0,13.69
#0014254,6299,1,GMLT1945-CHM-L,15.21,1.52,13.69,0,13.69
#0014254,6299,1,GMLT1945-SB-L,15.21,1.52,13.69,0,13.69
#0014254,6299,1,GMST032-BK-L,16.73,1.67,15.06,0,15.06
#0014255,5845,1,GLLG052-PLL-S,17.46,1.74,15.72,0,15.72
#0014255,5845,1,GLLG058-BKM/CH-S,13.66,1.37,12.29,0,12.29
#0014255,5845,1,GLLG021-CH/CB-S,16.7,1.67,15.03,0,15.03
#0014255,5845,1,GLCT011-BK-S,18.22,1.82,16.4,0,16.4
#0014256,4908,1,GMPO016-BK-S,35.89,0,35.89,0,35.89
#0014256,4908,1,GMLS004-BK-S,21.53,0,21.53,0,21.53
#0014256,4908,1,GMLT006-BKM-S,34.45,0,34.45,0,34.45
#0014256,4908,1,GMLT027-SBM-S,22.97,0,22.97,0,22.97
#0014256,4908,1,GMST034-BK/WH-S,12.92,0,12.92,0,12.92
#0014256,4908,1,GMST034-CHM/WH-S,12.92,0,12.92,0,12.92
#0014257,1099,1,GLLG033-BK-M,15.17,1.52,13.65,0,13.65
#0014258,8131,1,GLLG025-GLM-L,11.36,0,11.36,0,11.36
#0014258,8131,1,GLLG033-BK-L,15.91,0,15.91,0,15.91
#0014258,8131,1,GLLG033-BK-M,15.91,0,15.91,0,15.91
#0014259,5114,1,GMST054-SBM-M,15.84,0,15.84,0,15.84
#0014259,5114,1,GMST017-BKM-M,23.15,0,23.15,0,23.15
#0014260,4382,1,GFVT-SKY-M,17.1,0,17.1,0,17.1
#0014261,6827,1,GLLT021-GLM-S,26,2.6,23.4,3.89,19.5
#0014261,6827,1,GLLG041-PW-S,38,3.79,34.2,5.69,28.51
#0014262,3672,1,GLLG014-BK-S,24.45,0,24.45,0,24.45
#0014262,3672,1,GLLG025-GLM-S,11.27,0,11.27,0,11.27
#0014267,4364,1,GMSR009-BK-M,18,0,18,3,15
#0014267,4364,1,GMTK3078-CGN-L,18,0,18,3,15
#0014269,7032,1,GMJG008-SB-S,22.4,0,22.4,3.73,18.67
#0014270,9520,1,GLVT024-BK-S,0,0,0,0,0
#0014272,104,1,GMJG3206-BK-M,0,0,0,0,0
#0014273,6877,1,GLLG015-CHM/PHP-XS,36.67,0,36.67,6.11,30.56
#0014275,1770,1,GLLG1838-CHM-XS,31.33,3.13,28.19,2.56,25.63
#0014275,1770,1,GLLG1838-STM-XS,31.33,3.13,28.19,2.56,25.63
#0014275,1770,1,GLCT1850-CHM-S,22.78,2.28,20.5,1.86,18.64
#0014275,1770,1,GLSB023-WKH/WH-S,19.93,1.99,17.94,1.63,16.31
#0014276,8939,1,GMGL001-BK-L,39.99,0,39.99,6.66,33.33
#0014277,8852,1,GLLG049-PW-M,23.88,2.39,21.49,3.43,18.06
#0014277,8852,1,GLLG025-CHM-M,19.8,1.98,17.82,2.84,14.98
#0014277,8852,1,GLLT029-BK-L,13.27,1.33,11.94,1.9,10.04
#0014277,8852,1,GLLT029-CHM-L,13.27,1.33,11.94,1.9,10.04
#0014277,8852,1,GLLT030-KH-L,13.27,1.33,11.94,1.9,10.04
#0014277,8852,1,GLLG036-BTM/CPM-M,27.24,2.72,24.51,3.91,20.59
#0014278,6645,1,GLCV002-CHM/BT-S,32,0,32,5.33,26.67
#0014278,6645,1,GLLG043-BK-S,40,0,40,6.67,33.33
#0014278,6645,1,GLLG043-BK-XS,40,0,40,6.67,33.33
#0014278,6645,1,GLCT009-BKM-S,30,0,30,5,25
#0014279,9916,1,GMHD028-BK-L,19.91,0,19.91,0,19.91
#0014279,9916,1,GMLT016-BKM-L,20.35,0,20.35,0,20.35
#0014279,9916,1,GMLT016-GLM-L,20.35,0,20.35,0,20.35
#0014279,9916,1,GMLT020-BKM-L,17.7,0,17.7,0,17.7
#0014280,6244,1,GLSB016-PHP/CH-M,16.14,1.61,14.53,2.43,12.1
#0014280,6244,1,GLSB017-PW-M,16.14,1.61,14.53,2.43,12.1
#0014280,6244,1,GLSB024-BKM/CH-M,15.25,1.53,13.73,2.29,11.44
#0014280,6244,1,GLVT036-BK-S,13.81,1.38,12.43,2.07,10.36
#0014280,6244,1,GLVT039-PHC-S,16.14,1.61,14.53,2.43,12.1
#0014280,6244,1,GLCT005-PHP/CH-S,17.04,1.7,15.34,2.56,12.78
#0014280,6244,1,GLSB028-BK-M,32.28,3.23,29.05,4.84,24.22
#0014280,6244,1,GLLG035-PHP/CH-M,23.32,2.33,20.98,3.49,17.49
#0014280,6244,1,GLLG064-BK-M,43.05,4.31,38.74,6.46,32.28
#0014281,433,1,GLLG015-GLM/BK-M,22.8,0,22.8,0,22.8
#0014282,2901,1,GLPO004-PTQ-S,32,,32,5.33,26.67
#0014283,6570,1,GMSH006-CHM-L,21.53,,21.53,0,21.53
#0014283,6570,1,GMSH006-SB-L,21.53,,21.53,0,21.53
#0014283,6570,1,GMSH019-BK-L,33.84,,33.84,0,33.84
#0014283,6570,1,GMSH020-BK-L,36.91,,36.91,0,36.91
#0014283,6570,1,GMTK011-BK-XL,20,,20,0,20
#0014283,6570,1,GMTK021-BKM-L,29.22,,29.22,0,29.22
#0014283,6570,1,GMTK021-PM-L,29.22,,29.22,0,29.22
#0014283,6570,1,GMTK021-PM-XL,29.22,,29.22,0,29.22
#0014283,6570,1,GMTK021-SGM-XL,29.22,,29.22,0,29.22
#0014283,6570,1,GMTK021-WHM-L,29.22,,29.22,0,29.22
#0014283,6570,1,GMTK021-WHM-XL,29.22,,29.22,0,29.22
#0014283,6570,1,GMGL001-BK-L,53.83,,53.83,0,53.83
#0014283,6570,1,GMHD011-GLM-XL,41.53,,41.53,0,41.53
#0014283,6570,1,GMHD015-BK-L,36.91,,36.91,0,36.91
#0014283,6570,1,GMHD015-GLM-XL,36.91,,36.91,0,36.91
#0014283,6570,1,GMHD015-PT-L,36.91,,36.91,0,36.91
#0014283,6570,1,GMHD017-SB/RD-L,43.07,,43.07,0,43.07
#0014283,6570,1,GMHD020-BK-XL,34.61,,34.61,0,34.61
#0014283,6570,1,GMHD022-BK-L,43.07,,43.07,0,43.07
#0014283,6570,1,GLLG025-BK-S,26.15,,26.15,0,26.15
#0014283,6570,1,GLLG025-SB-M,26.15,,26.15,0,26.15
#0014283,6570,1,GMST034-VR-XL,16.92,,16.92,0,16.92
#0014283,6570,1,GMST034-WH-L,16.92,,16.92,0,16.92
#0014283,6570,1,GLVT006-BK-XS,21.53,,21.53,0,21.53
#0014283,6570,1,GLVT006-SBP-M,21.53,,21.53,0,21.53
#0014283,6570,1,GLVT006-SLC-XS,21.53,,21.53,0,21.53
#0014283,6570,1,GLVT006-WH-S,21.53,,21.53,0,21.53
#0014283,6570,1,GMST017-SLM-L,30.76,,30.76,0,30.76
#0014283,6570,1,GMST017-VRM-XL,30.76,,30.76,0,30.76
#0014283,6570,1,GMST022-BK-L,30.76,,30.76,0,30.76
#0014283,6570,1,GMST022-BK-XL,30.76,,30.76,0,30.76
#0014283,6570,1,GMST022-VR-L,30.76,,30.76,0,30.76
#0014283,6570,1,GMST022-VR-XL,30.76,,30.76,0,30.76
#0014283,6570,1,GMST026-VR-L,29.22,,29.22,0,29.22
#0014283,6570,1,GMST026-VR-XL,29.22,,29.22,0,29.22
#0014283,6570,1,GMST027-BK-L,23.07,,23.07,0,23.07
#0014283,6570,1,GMST027-BK-XL,23.07,,23.07,0,23.07
#0014283,6570,1,GMST027-WH-L,23.07,,23.07,0,23.07
#0014283,6570,1,GMST032-WH-L,20,,20,0,20
#0014283,6570,1,GMST032-WH-XL,20,,20,0,20
#0000001,3106,0,STANDARD (3-5 WORKING DAYS),0,0,0,0,0
#0000001,3106,0,SHIPPING COST,3.99,0,3.99,0.8,3.19
#0000002,6129,0,UNDEFINED,0,0,0,0,0
#0000004,9177,0,EXPRESS (1-2 WORKING DAYS),0,0,0,0,0
#0000005,638,0,STANDARD (7-14 WORKING DAYS),7.77,0,7.77,0,7.77
#0000007,4626,0,STANDARD (7-14 WORKING DAYS),0,0,0,0,0
#0000009,7132,0,STANDARD (4-7 WORKING DAYS),0,0,0,0,0
#0000010,8327,0,STANDARD (3-5 WORKING DAYS),0,0,0,0,0
#0000011,4681,0,STANDARD (7-14 WORKING DAYS),0,0,0,0,0
#0000012,5942,0,STANDARD (4-7 WORKING DAYS),3.77,0,3.77,0,3.77
#0000013,7592,0,STANDARD (7-14 WORKING DAYS),8,0,8,1.5,6.5
#0000016,4908,0,STANDARD (7-14 WORKING DAYS),7.59,0,7.59,0,7.59
#0000017,1781,0,EXPRESS (1-3 WORKING DAYS),11.92,0,11.92,0,11.92
#0000021,7025,0,STANDARD (3-5 WORKING DAYS),0,0,0,0,0
#0000022,9054,0,NEXT WORKING DAY,6,0,6,1,5
#0000023,8805,0,STANDARD (2-3 WORKING DAYS),4.42,0,4.42,0.77,3.65
#0000024,7015,0,STANDARD (4-7 WORKING DAYS),0,0,0,0,0
#0000025,2369,0,EXPRESS (1-3 WORKING DAYS),0,0,0,0,0
#0000027,3393,0,STANDARD (7-14 WORKING DAYS),0,0,0,0,0
#0000028,2925,0,STANDARD (4-7 WORKING DAYS),0,0,0,0,0
#0000030,6206,0,NEXT WORKING DAY,0,0,0,0,0
#0000033,2006,0,STANDARD (3-5 WORKING DAYS),4.76,0,4.76,0.95,3.81
#0000034,1108,0,STANDARD (7-14 WORKING DAYS),0,0,0,0,0
#0000036,5165,0,STANDARD (2-3 WORKING DAYS),0,0,0,0,0
#0000036,5165,0,SHIPPING COST,0,0,0,0,0
#0000038,8325,0,CA DUTY,3.09,0,3.09,0,3.09
#0000038,8325,0,CA TAX,2.63,0,2.63,0,2.63
#0000038,8325,0,STANDARD (5-10 WORKING DAYS),2.86,0,2.86,0,2.86
#0000040,9338,0,UNDEFINED,0,0,0,0,0
#0000041,7504,0,STANDARD (4-7 WORKING DAYS),3.83,0,3.83,0,3.83
#0000042,6197,0,STANDARD (4-7 WORKING DAYS),0,0,0,0,0
#0000044,1489,0,STANDARD (3-5 WORKING DAYS),0,0,0,0,0
#0000045,758,0,STANDARD (3-5 WORKING DAYS),0,0,0,0,0
#0000045,758,0,STANDARD (3-5 WORKING DAYS),0,0,0,0,0
#0000048,6645,0,STANDARD (3-5 WORKING DAYS),0,0,0,0,0
#0000049,5651,0,STANDARD (3-5 WORKING DAYS),0,0,0,0,0
#0000050,6452,0,STANDARD (4-7 WORKING DAYS),3.78,0,3.78,0,3.78
#0000051,7887,0,STANDARD (4-7 WORKING DAYS),3.94,0,3.94,0,3.94
#0000052,3862,0,STANDARD (2 WORKING DAYS),0,0,0,0,0
#0000054,2507,0,STANDARD (7-14 WORKING DAYS),0,0,0,0,0
#0000056,8511,0,STANDARD (3-5 WORKING DAYS),4.43,0,4.43,0.74,3.69
#0000060,2139,0,STANDARD (7-14 WORKING DAYS),7.61,0,7.61,0,7.61
#0000061,5217,0,STANDARD (2 WORKING DAYS),0,0,0,0,0
#0000061,5217,0,SHIPPING COST,4,0,4,0.67,3.33
#0000064,3109,0,STANDARD (4-7 WORKING DAYS),3.82,0,3.82,0,3.82
#0000066,6747,0,STANDARD (4-7 WORKING DAYS),3.77,0,3.77,0,3.77
#0000068,3515,0,EXPRESS (1-2 WORKING DAYS),0,0,0,0,0
#0000069,4525,0,STANDARD (2 WORKING DAYS),0,0,0,0,0
#0000072,4296,0,STANDARD (3-5 WORKING DAYS),0,0,0,0,0
#0000074,4257,0,STANDARD (2 WORKING DAYS),0,0,0,0,0
#0000077,6773,0,STANDARD (3-5 WORKING DAYS),4,0.6,3.4,0.57,3.33
#0000078,4219,0,STANDARD (4-7 WORKING DAYS),0,0,0,0,0
#0000081,4209,0,STANDARD (4-7 WORKING DAYS),0,0,0,0,0
#0000082,717,0,STANDARD (2-3 WORKING DAYS),0,0,0,0,0
#0000084,2591,0,STANDARD (2 WORKING DAYS),0,0,0,0,0
#0000085,9856,0,STANDARD (3-5 WORKING DAYS),0,0,0,0,0
#0000087,8420,0,EXPRESS (2-4 WORKING DAYS),11.22,0,11.22,0,11.22
#0000087,8420,0,EXPRESS (2-4 WORKING DAYS),11.22,0,11.22,0,11.22
#0000089,3583,0,STANDARD (2 WORKING DAYS),0,0,0,0,0
#0000090,7583,0,NEXT WORKING DAY,0,0,0,0,0
#0000090,7583,0,SHIPPING COST,0,0,0,0,0
#0000091,5577,0,STANDARD (7-14 WORKING DAYS),8.01,0,8.01,1.5,6.51
#0000094,8683,0,STANDARD (3-5 WORKING DAYS),4,0,4,0.67,3.33
#0000095,2809,0,EXPRESS (1-2 WORKING DAYS),11.37,1.11,10.26,0,11.37
#0000096,5434,0,STANDARD (2 WORKING DAYS),4,0,4,0.67,3.33
#0000098,9217,0,NEXT WORKING DAY,6,0,6,1,5
#0000099,6057,0,STANDARD (4-7 WORKING DAYS),3.9,0,3.9,0,3.9
#0000100,282,0,STANDARD (2 WORKING DAYS),0,0,0,0,0
#0000103,856,0,STANDARD (3-5 WORKING DAYS),0,0,0,0,0
#0000106,2761,0,EXPRESS (1-3 WORKING DAYS),0,0,0,0,0
#0000113,7672,0,UNDEFINED,11.09,0,11.09,0,11.09
#0000114,2640,0,STANDARD (7-14 WORKING DAYS),7.76,0,7.76,0,7.76
#0000115,4666,0,STANDARD (3-5 WORKING DAYS),0,0,0,0,0
#0000116,2569,0,STANDARD (7-14 WORKING DAYS),5.6,0.56,5.04,0.46,5.09
#0000118,1418,0,NEXT WORKING DAY (FREE OVER £50),6,0,6,1,5
#0000119,321,0,STANDARD (4-7 WORKING DAYS),4.34,0,4.34,0.84,3.5
#0000129,4888,0,STANDARD (7-14 WORKING DAYS),0,0,0,0,0
#0000130,2714,0,STANDARD (7-14 WORKING DAYS),7.51,0,7.51,0,7.51
#0000132,1582,0,STANDARD (4-7 WORKING DAYS),0,0,0,0,0
#0000133,6309,0,STANDARD (7-14 WORKING DAYS),7.02,0,7.02,1.22,5.8
#0000137,2522,0,STANDARD (4-7 WORKING DAYS),0,0,0,0,0
#0000140,4929,0,STANDARD (4-7 WORKING DAYS),0,0,0,0,0
#0000142,1158,0,STANDARD (7-14 WORKING DAYS),0,0,0,0,0
#0000143,1605,0,STANDARD (2-3 WORKING DAYS),0,0,0,0,0
#0000145,3827,0,NEXT WORKING DAY,0,0,0,0,0
#0000146,7319,0,STANDARD (7-14 WORKING DAYS),7.01,0,7.01,0,7.01
#0000148,1000,0,STANDARD (2-3 WORKING DAYS),0,0,0,0,0
#0000150,4389,0,UNDEFINED,0,0,0,0,0
#0000153,8259,0,STANDARD (4-7 WORKING DAYS),0,0,0,0,0
#0000155,9613,0,STANDARD (2-3 WORKING DAYS),0,0,0,0,0
#0000156,7197,0,STANDARD (4-7 WORKING DAYS),3.89,0,3.89,0,3.89
#0000162,6636,0,STANDARD (3-5 WORKING DAYS),7.96,0.8,7.17,1.25,6.58
#0000164,494,0,STANDARD (3-5 WORKING DAYS),0,0,0,0,0
#0000165,6492,0,STANDARD (7-14 WORKING DAYS),7.5,0,7.5,0,7.5
#0000166,3371,0,STANDARD (4-7 WORKING DAYS),3.82,0.19,3.63,0,3.82
#0000168,406,0,STANDARD (2 WORKING DAYS),4,0,4,0.67,3.33
#0000170,5197,0,STANDARD (2 WORKING DAYS),0,0,0,0,0
#0000171,3896,0,STANDARD (3-5 WORKING DAYS),0,0,0,0,0
#0000172,462,0,STANDARD (2 WORKING DAYS),0,0,0,0,0
#0000173,9641,0,STANDARD (7-14 WORKING DAYS),7.85,0.78,7.07,0,7.85
#0000179,5027,0,STANDARD (4-7 WORKING DAYS),3.82,0,3.82,0,3.82
#0000183,7447,0,STANDARD (3-5 WORKING DAYS),0,0,0,0,0
#0000185,8179,0,STANDARD (2-3 WORKING DAYS),4.45,0,4.45,0.74,3.71
#0000186,8598,0,NEXT WORKING DAY,0,0,0,0,0
#0000187,7204,0,STANDARD (2 WORKING DAYS),0,0,0,0,0
#0000189,7557,0,STANDARD (3-5 WORKING DAYS),0,0,0,0,0
#0000190,2409,0,STANDARD (2 WORKING DAYS),0,0,0,0,0
#0000191,6663,0,NEXT WORKING DAY,0,0,0,0,0
#0000192,1949,0,STANDARD (7-14 WORKING DAYS),0,0,0,0,0
#0000195,5875,0,STANDARD (2 WORKING DAYS),0,0,0,0,0
#0000196,5021,0,STANDARD (4-7 WORKING DAYS),3.9,0,3.9,0,3.9
#0000197,5858,0,STANDARD (4-7 WORKING DAYS),0,0,0,0,0
#0000199,1193,0,STANDARD (4-7 WORKING DAYS),3.79,0.38,3.41,0,3.79
#0000200,9951,0,STANDARD (4-7 WORKING DAYS),0,0,0,0,0
#0000202,6086,0,STANDARD (3-5 WORKING DAYS),4.43,0,4.43,0.74,3.69
#0000204,6640,0,STANDARD (7-14 WORKING DAYS),0,0,0,0,0
#0000206,8770,0,EXPRESS (2-4 WORKING DAYS),11.27,0,11.27,0,11.27
#0000207,6677,0,STANDARD (3-5 WORKING DAYS),4,0,4,0.67,3.33
#0000208,9868,0,NEXT WORKING DAY,0,0,0,0,0
#0000210,2940,0,NEXT WORKING DAY,0,0,0,0,0
#0000213,7258,0,STANDARD (3-5 WORKING DAYS),0,0,0,0,0
#0000215,3496,0,STANDARD (3-5 WORKING DAYS),0,0,0,0,0
#0000215,3496,0,NOR DUTY,11.48,0,11.48,0,11.48
#0000216,652,0,STANDARD (4-7 WORKING DAYS),3.85,0,3.85,0,3.85
#0000219,3823,0,STANDARD (2 WORKING DAYS),4,0,4,0.67,3.33
#0000222,3234,0,STANDARD (7-14 WORKING DAYS),7.02,0,7.02,0,7.02
#0000223,6657,0,STANDARD (4-7 WORKING DAYS),3.9,0,3.9,0,3.9
#0000225,2533,0,STANDARD (3-5 WORKING DAYS),4.33,0,4.33,0.87,3.46
#0000226,8216,0,UNDEFINED,10.77,0,10.77,0,10.77
#0000228,5876,0,STANDARD (4-7 WORKING DAYS),3.78,0,3.78,0,3.78
#0000229,7312,0,NEXT WORKING DAY,6,0,6,1,5
#0000234,6535,0,STANDARD (4-7 WORKING DAYS),3.91,0,3.91,0,3.91
#0000237,5617,0,STANDARD (3-5 WORKING DAYS),0,0,0,0,0
#0000238,5290,0,STANDARD (7-14 WORKING DAYS),7.58,0,7.58,0,7.58
#0000239,8208,0,STANDARD (7-14 WORKING DAYS),0,0,0,0,0
#0000241,9705,0,STANDARD (7-14 WORKING DAYS),0,0,0,0,0
#0000242,8016,0,NEXT WORKING DAY,6,0.72,5.28,0.88,5
#0000243,5217,0,STANDARD (2 WORKING DAYS),4,0,4,0.67,3.33
#0000244,890,0,STANDARD (2 WORKING DAYS),0,0,0,0,0
#0000245,2220,0,STANDARD (4-7 WORKING DAYS),3.9,0,3.9,0,3.9
#0000246,6019,0,STANDARD (7-14 WORKING DAYS),0,0,0,0,0
#0000247,9628,0,UNDEFINED,11.51,1.15,10.36,0,11.51
#0000249,1193,0,STANDARD (4-7 WORKING DAYS),3.78,0.38,3.4,0,3.78
#0000251,821,0,EXPRESS (2-4 WORKING DAYS),0,0,0,0,0
#0000251,821,0,SHIPPING COST,10.74,0,10.74,0.98,9.76
#0000254,9473,0,STANDARD (3-5 WORKING DAYS),0,0,0,0,0
#0000255,8622,0,CA DUTY,5.15,0,5.15,0,5.15
#0000255,8622,0,CA TAX,1.69,0,1.69,0,1.69
#0000255,8622,0,STANDARD (5-10 WORKING DAYS),2.95,0,2.95,0,2.95
#0000257,8153,0,STANDARD (2 WORKING DAYS),0,0,0,0,0
#0000258,3666,0,STANDARD (3-5 WORKING DAYS),0,0,0,0,0
#0000260,3626,0,STANDARD (2 WORKING DAYS),4,0,4,0.67,3.33
#0000261,674,0,STANDARD (7-14 WORKING DAYS),0,0,0,0,0
#0000263,1595,0,NEXT WORKING DAY,0,0,0,0,0
#0000264,9933,0,UNDEFINED,0,0,0,0,0
#0000265,4279,0,UNDEFINED,10.76,0,10.76,0,10.76
#0000266,7883,0,STANDARD (4-7 WORKING DAYS),3.95,0,3.95,0,3.95
#0000267,4467,0,STANDARD (3-5 WORKING DAYS),4,0,4,0.67,3.33
#0000268,3910,0,STANDARD (7-14 WORKING DAYS),0,0,0,0,0
#0000269,2489,0,STANDARD (2-3 WORKING DAYS),0,0,0,0,0
#0000269,2489,0,SHIPPING COST,0,0,0,0,0
#0000271,7468,0,STANDARD (4-7 WORKING DAYS),3.82,0,3.82,0,3.82
#0000273,6559,0,STANDARD (4-7 WORKING DAYS),0,0,0,0,0
#0000277,7590,0,STANDARD (3-5 WORKING DAYS),0,0,0,0,0
#0000280,2070,0,STANDARD (7-14 WORKING DAYS),0,0,0,0,0
#0000282,7169,0,STANDARD (3-6 WORKING DAYS),11.67,0,11.67,0,11.67
#0000284,7600,0,STANDARD (3-5 WORKING DAYS),0,0,0,0,0
#0000287,7324,0,STANDARD (2 WORKING DAYS),0,0,0,0,0
#0000289,7655,0,STANDARD (4-7 WORKING DAYS),3.9,0.39,3.51,0,3.9
#0000292,846,0,STANDARD (3-5 WORKING DAYS),0,0,0,0,0
#0000296,6569,0,UNDEFINED,11.39,0,11.39,0,11.39
#0000298,4223,0,STANDARD (4-7 WORKING DAYS),3.83,0,3.83,0,3.83
#0000299,1005,0,NEXT WORKING DAY,6,0,6,1,5
#0000300,7619,0,CA DUTY,11.02,1.57,9.45,0,9.45
#0000300,7619,0,CA TAX,9.39,1.34,8.05,0,8.05
#0000300,7619,0,STANDARD (5-10 WORKING DAYS),0,0,0,0,0
#0000301,813,0,STANDARD (4-7 WORKING DAYS),3.9,0,3.9,0,3.9
#0000304,1131,0,STANDARD (3-5 WORKING DAYS),4,0.4,3.6,0.6,3.33
#0000305,7764,0,STANDARD (2 WORKING DAYS),4,0,4,0.67,3.33
#0000307,9807,0,STANDARD (7-14 WORKING DAYS),7.03,0,7.03,0,7.03
#0000308,5523,0,STANDARD (4-7 WORKING DAYS),0,0,0,0,0
#0000311,6386,0,STANDARD (4-7 WORKING DAYS),0,0,0,0,0
#0000312,8967,0,STANDARD (7-14 WORKING DAYS),0,0,0,0,0
#0000313,3450,0,STANDARD (4-7 WORKING DAYS),3.9,0,3.9,0,3.9
#0000315,6061,0,STANDARD (4-7 WORKING DAYS),3.82,0,3.82,0,3.82
#0000318,194,0,EXPRESS (1-3 WORKING DAYS),0,0,0,0,0
#0000319,8035,0,STANDARD (2-3 WORKING DAYS),0,0,0,0,0
#0000323,2238,0,STANDARD (3-5 WORKING DAYS),4,0,4,0.67,3.33
#0000324,7398,0,STANDARD (3-5 WORKING DAYS),0,0,0,0,0
#0000326,7349,0,STANDARD (3-5 WORKING DAYS),4.38,0.44,3.94,0.65,3.65
#0000327,774,0,NEXT WORKING DAY,0,0,0,0,0
#0000330,3547,0,STANDARD (2-3 WORKING DAYS),4.39,0,4.39,0.7,3.69
#0000331,4293,0,STANDARD (4-7 WORKING DAYS),3.78,0,3.78,0,3.78
#0000334,9145,0,STANDARD (7-14 WORKING DAYS),7.59,0,7.59,0,7.59
#0000335,9323,0,STANDARD (3-5 WORKING DAYS),0,0,0,0,0
#0000338,9777,0,STANDARD (3-5 WORKING DAYS),4,0,4,0.67,3.33
#0000339,5624,0,STANDARD (3-5 WORKING DAYS),4,0,4,0.67,3.33
#0000341,6544,0,STANDARD (3-5 WORKING DAYS),7.84,0,7.84,1.47,6.37
